route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
"33-283-j25-1","","283","Hugenottenplatz - St. Johann - Dechsendorfer Weiher","Stadtbus","3"
"33-284-j25-1","","284","Bruck Bahnhof - Hauptbahnhof - Eskilstunastraße","Stadtbus","3"
"33-284-j25-2","","284","Bruck Bahnhof - Hauptbahnhof - Eskilstunastraße","Stadtbus","3"
"33-285-j25-1","","285","Max-Planck-Straße - Hauptbahnhof - Buckenhof","Stadtbus","3"
"33-285-j25-2","","285","Max-Planck-Straße - Hauptbahnhof - Buckenhof","Stadtbus","3"
"33-285-j25-3","","285","Max-Planck-Straße - Hauptbahnhof - Buckenhof","Stadtbus","3"
"33-286-j25-1","","286","Lindnerstraße - Hauptbahnhof - Max-Planck-Straße","Stadtbus","3"
"33-286-j25-4","","286","Lindnerstraße - Hauptbahnhof - Max-Planck-Straße","Stadtbus","3"
"33-287-j25-1","","287","Westfriedhof - Lindnerstraße - Hauptbahnhof - Sebaldussiedlung","Stadtbus","3"
"33-287-j25-4","","287","Westfriedhof - Lindnerstraße - Hauptbahnhof - Sebaldussiedlung","Stadtbus","3"
"33-289-j25-1","","289","Klinikum am Europakanal - Hauptbahnhof - Waldkrankenhaus","Stadtbus","3"
"33-290-j25-1","","290","Am Wegfeld - Hauptbahnhof - Waldkrankenhaus","Stadtbus","3"
"33-290-j25-3","","290","Am Wegfeld - Hauptbahnhof - Waldkrankenhaus","Stadtbus","3"
"33-293-j25-1","","293","Lindnerstraße - Hauptbahnhof - Sebaldussiedlung - Bruck Bahnhof","Stadtbus","3"
"33-294-j25-1","","294","Volckamerstraße - Hauptbahnhof - Eskilstunastraße","Stadtbus","3"
"33-294-S-j25-1","","294","Volckamerstraße - Hauptbahnhof - Eskilstunastraße","Stadtbus","3"
"33-295-j25-1","","295","Hugenottenplatz - Hauptbahnhof - Frauenweiherstraße","Stadtbus","3"
"33-296-j25-1","","296","In der Reuth - Zollhaus - Wirtschaftsschule","Stadtbus","3"
"33-296-j25-2","","296","In der Reuth - Zollhaus - Wirtschaftsschule","Stadtbus","3"
"33-298-j25-1","","298","Lindnerstraße - Westfriedhof - Sportplatz - Geisberg Ost","Stadtbus","3"
"33-299-j25-1","","299","CityLinie: Busbahnhof  -  Unikliniken  -  Zollhaus  -  Busbahnhof","Stadtbus","3"
"35-281-j25-1","","281T","Rufbus:  Bayernstraße - Schallershof (Bestellung unter Tel. 09131 / 19410)","Linienbedarfstaxi","3"
"35-283-j25-1","","283T","Rufbus:  Dechsendorf (Bestellung unter Tel. 09131 / 19410)","Linienbedarfstaxi","3"
"35-285-j25-1","","285T","Rufbus:  Buckenhof (Bestellung unter Tel. 09131 / 19410)","Linienbedarfstaxi","3"
"35-287-j25-1","","287T","Rufbus: Westfriedhof  -  Lindnerstraße (Bestellung unter Tel. 09131 / 19410)","Linienbedarfstaxi","3"
"35-293-j25-1","","293T","Rufbus:  Hofmannstraße  -  Ludwig-Erhard-Straße (Bestellung unter Tel. 09131 / 19410)","Linienbedarfstaxi","3"
"37-901-j25-1","","901","Bamberg Klinikum  -  ZOB  -  Bahnhof  - Gartenstadt","Stadtbus","3"
"37-902-j25-1","","902","Bamberg ZOB  -  Bahnhof  - Stadion - Kastanienstraße","Stadtbus","3"
"37-902-j25-2","","902","Bamberg ZOB  -  Bahnhof  - Stadion - Kastanienstraße","Stadtbus","3"
"37-904-j25-2","","904","Bamberg ZOB  -  Friedhof  -  Laubanger  -  Hallstadt","Stadtbus","3"
"37-905-j25-1","","905","Bamberg ZOB  -  Wunderburg - Gereuth","Stadtbus","3"
"37-906-j25-1","","906","Bamberg ZOB  -  Konzerthalle  -  Gaustadt  -  Bischberg","Stadtbus","3"
"37-907-j25-1","","907","Bamberg ZOB  -  Bahnhof  -  Memmelsdorf","Stadtbus","3"
"37-907-j25-2","","907","Bamberg ZOB  -  Bahnhof  -  Memmelsdorf","Stadtbus","3"
"37-908-j25-1","","908","Bamberg ZOB  -  Südwest  -  Klinikum","Stadtbus","3"
"37-909-j25-1","","909","Bamberg ZOB  -  Hain","Stadtbus","3"
"37-910-j25-1","","910","Bamberg ZOB  -  Domplatz  -  Michelsberg (- Wildensorg)","Stadtbus","3"
"37-910-j25-2","","910","Bamberg ZOB  -  Domplatz  -  Michelsberg (- Wildensorg)","Stadtbus","3"
"37-911-j25-1","","911","Bamberg ZOB  -  Bahnhof  - Hertzstraße","Stadtbus","3"
"37-911-j25-2","","911","Bamberg ZOB  -  Bahnhof  - Hertzstraße","Stadtbus","3"
"37-912-j25-4","","912","Bamberg ZOB  -  Stegaurach  -  Mühlendorf","Stadtbus","3"
"37-914-j25-1","","914","Bamberg ZOB  - Bahnhof  -  Kramersfeld  -  Gundelsheim","Stadtbus","3"
"37-914-j25-2","","914","Bamberg ZOB  - Bahnhof  -  Kramersfeld  -  Gundelsheim","Stadtbus","3"
"37-915-j25-1","","915","Bamberg ZOB  -  Friedhof  -  Gartenstadt","Stadtbus","3"
"37-916-j25-1","","916","Bamberg ZOB  -  Schweinfurter Straße  -  Gaustadt","Stadtbus","3"
"37-916-j25-2","","916","Bamberg ZOB  -  Sandstraße  -  Gaustadt","Stadtbus","3"
"37-917-j25-1","","917","Bamberg ZOB  -  Memmelsdorf  -  Laubend","Stadtbus","3"
"37-918-j25-1","","918","Bamberg ZOB  -  Ob. Stephansberg  -  Klinikum  -  Bug  -  Pettstadt","Stadtbus","3"
"37-919-j25-1","","919","Bamberg Bahnhof  -  Hafen","Stadtbus","3"
"37-920-j25-1","","920","Bamberg ZOB  -  Malerviertel  -  Bambados","Stadtbus","3"
"37-922-j25-1","","922","Bamberg ZOB  -  Nürnberger Str.  -  Gutenbergstraße","Stadtbus","3"
"37-923-j25-1","","923","Bamberg ZOB  -  Bahnhof  -  Stadion  -  A E O","Stadtbus","3"
"37-923-j25-2","","923","Bamberg ZOB  -  Bahnhof  -  Stadion  -  A E O","Stadtbus","3"
"37-925-j25-1","","925","Bamberg Feldkirchenstr. - Regensburger Ring","Stadtbus","3"
"37-927-j25-1","","927","Bamberg ZOB  -  Memmelsdorf  -  Schammelsdorf","Stadtbus","3"
"37-930-j25-1","","930","Bamberg ZOB  -  P+R Heinrichsdamm","Stadtbus","3"
"37-931-j25-1","","931","Bamberg ZOB  -  Bahnhof  -  P+R Kronacher Str.","Stadtbus","3"
"37-935-j25-1","","935","Bamberg ZOB  -  Bahnhof  -  P+R Kronacher Str.  - Gartenstadt  -  Bambados","Stadtbus","3"
"37-935-j25-2","","935","Bamberg ZOB  -  Bahnhof  -  P+R Kronacher Str.  - Gartenstadt  -  Bambados","Stadtbus","3"
"37-936-j25-1","","936","Bamberg ZOB  -  P+R Heinrichsdamm  -  Bambados  - Hertzstraße  -  Gereuth  -  Wunderburg  -  ZOB","Stadtbus","3"
"37-937-j25-1","","937","Bamberg ZOB  -  Südwest  -  Klinikum","Stadtbus","3"
"37-938-j25-1","","938","Bamberg ZOB  -  Konzerthalle  -  Gaustadt","Stadtbus","3"
"38-301-j25-1","","301","Bayreuth Friedrichsthal  -  Hbf  -  ZOH  - Jakobshof  -  Adolf-Wächter-Str.","Stadtbus","3"
"38-302-j25-1","","302","Bayreuth Bindlacher Str.  -  Ind.Geb.  -  Hammerstatt  - Hbf  -  ZOH  -  (Aichig)  -  Eremitage  -  St. Johannis","Stadtbus","3"
"38-302-s-j25-1","","302s","Bayreuth ZOH / Hbf  -  Wirtschaftswissenschaftliches Gymn.  - Markgräfin-Wilhelmine-Gymn.  -  Schulzentrum Ost / Gymn. Christian Ernestinum","Stadtbus","3"
"38-303-j25-1","","303","Bayreuth Seulbitz  -  Eremitage  -  Hbf  - ZOH  -  Klinikum  -  Reha-Klinik","Stadtbus","3"
"38-303-j25-2","","303","Bayreuth Seulbitz  -  Eremitage  -  Hbf  - ZOH  -  Klinikum  -  Reha-Klinik","Stadtbus","3"
"38-304-j25-5","","304","Bayreuth ZOH -  Birken  -  Uni-Verwaltung","Stadtbus","3"
"38-305-j25-1","","305","Bayreuth Meyernberg Nord  -  ZOH  - Hbf  -  Hohe Warte","Stadtbus","3"
"38-306-j25-5","","306","Bayreuth Roter Hügel  -  ZOH  -  Universität (Geowissenschaften)","Stadtbus","3"
"38-307-j25-1","","307","Bayreuth Aichig  -  ZOH  -  Klinikum  -  Dörnhof","Stadtbus","3"
"38-308-j25-1","","308","Bayreuth ZOH  -  Hbf - Industriegebiet Nord - (Bindlach)","Stadtbus","3"
"38-309-j25-1","","309","Bayreuth Wendelhöfen  -  Hbf  -  ZOH  -  Meyernberg Süd","Stadtbus","3"
"38-310-j25-5","","310","Bayreuth ZOH  -  Uni-Verwaltung  -  Wolfsbach","Stadtbus","3"
"38-312-j25-5","","312","Bayreuth ZOH - Storchennest - Hohlmühle - Thiergarten - Rödensdorf - Hohlmühle - Storchennest - ZOH","Stadtbus","3"
"38-314-j25-1","","314","Bayreuth ZOH  -  Saas  -  Südfriedhof","Stadtbus","3"
"38-315-j25-1","","315","Bayreuth ZOH  -  Storchennest  -  Hohlmühle  -  Rödensdorf","Stadtbus","3"
"38-316-j25-5","","316","Bayreuth Hbf  -  Universität (Geowissenschaften)","Stadtbus","3"
"38-321-j25-1","","321","Bayreuth ZOH  -  Hbf  -  Hohe Warte - Industriegebiet  -  ZOH","Stadtbus","3"
"38-322-j25-1","","322","Bayreuth ZOH  -  Hbf  -  Hammerstatt  - Aichig  -  St. Johannis  -  Friedrichsthal","Stadtbus","3"
"38-323-j25-1","","323","Bayreuth ZOH  -  Saas  -  Birken  -  ZOH","Stadtbus","3"
"38-324-j25-1","","324","Bayreuth ZOH  -  Meyernberg Nord  -  Jakobshof  -  ZOH","Stadtbus","3"
"38-325-j25-2","","325","Bayreuth ZOH  - Roter Hügel - Klinikum - ZOH","Stadtbus","3"
"38-326-j25-5","","326","Bayreuth ZOH  -  Universität  - Kreisel Hohlmühle - Storchennest  -  ZOH","Stadtbus","3"
"38-330-j25-1","","330","Bayreuth ZOH - Chr.-Ritter-von-Langh.-Str.  (- Goldkronach - Bad Berneck) Fahrplanauszug der Linien 329 und 330 mit allen Fahrten über Industriegebiet Ost","Regionalbus","3"
"39-561-j25-1","","561","Neumarkt Bahnhof  -  Pölling  -  Rittershof und zurück","Stadtbus","3"
"39-562-j25-1","","562","Neumarkt Bahnhof  -  Holzheim und zurück","Stadtbus","3"
"39-563-j25-1","","563","Neumarkt Bahnhof  -  Altenhof und zurück","Stadtbus","3"
"39-564-j25-1","","564","Neumarkt Bahnhof  -  Mühlen  -  Kohlenbrunnermühle (und zurück)","Stadtbus","3"
"39-565-j25-1","","565","Neumarkt Bahnhof  -  Wolfstein und zurück","Stadtbus","3"
"39-565-j25-2","","565","Neumarkt Bahnhof  -  Wolfstein und zurück","Stadtbus","3"
"39-566-j25-1","","566","Neumarkt Bahnhof  -  Höhenberg und zurück","Stadtbus","3"
"39-567-j25-1","","567","Neumarkt Bahnhof  -  Lähr und zurück","Stadtbus","3"
"39-568-j25-1","","568","Neumarkt Bahnhof  -  Hasenheide und zurück","Stadtbus","3"
"39-569-j25-1","","569","Neumarkt Bahnhof  -  Industriegebiet  -  Woffenbach  -  Stauf (und zurück)","Stadtbus","3"
"39-569-j25-3","","569","Neumarkt Bahnhof  -  Industriegebiet  -  Woffenbach  -  Stauf Baustellenfahrplan: gültig von 28.05.2025 bis vsl. 30.11.2025","Stadtbus","3"
"39-570-j25-1","","570","Neumarkt Bahnhof  -  Woffenbach und zurück","Stadtbus","3"
"39-573-j25-1","","573","Neumarkt Bahnhof - Koppenmühle und zurück","Stadtbus","3"
"39-574-j25-1","","574","RUFBUS Neumarkt Bahnhof - Ischhofen und zurück","Rufbus","3"
"39-575-j25-1","","575","RUFBUS Neumarkt Bahnhof  -  Pelchenhofen und zurück","Rufbus","3"
"41-505-j25-1","","505","Neumarkt (OPf)  -  Postbauer-Heng  -  Pyrbaum  - Allersberg","Regionalbus","3"
"41-506-R-j25-1","","506","Rufbus PyPoLino Pruppach - Pyrbaum - Postbauer-Heng - Neumarkt","Rufbus","3"
"41-511-R-j25-1","","511","Rufbus Neumarkt (OPf)  -  Berg","Rufbus","3"
"41-512-j25-1","","512","Neumarkt (OPf)  -  Holzheim  -  Berg  -  Altdorf","Regionalbus","3"
"41-513-j25-1","","513","Velburg   -  Lengenfeld  -  Deining  -  Tauernfeld  -  Neumarkt (OPf)","Regionalbus","3"
"41-513-j25-2","","513","Velburg   -  Lengenfeld  -  Deining  -  Tauernfeld  -  Neumarkt (OPf)","Regionalbus","3"
"41-514-j25-1","","514","Neumarkt (OPf)  -  Freystadt (OPf)","Regionalbus","3"
"41-514-j25-3","","514","Neumarkt (OPf)  -  Freystadt (OPf)","Regionalbus","3"
"41-515-j25-1","","515","Neumarkt (OPf)  -  Berching  -  Beilngries  -  Dietfurt","Regionalbus","3"
"41-515-j25-3","","515","Neumarkt (OPf)  -  Berching  -  Beilngries  -  Dietfurt","Regionalbus","3"
"41-516-j25-1","","516","Neumarkt (OPf)  -  Stauf  -  Berngau  - Pavelsbach  -  Seligenporten  -  Freystadt  -  Allersberg","Regionalbus","3"
"41-517-j25-1","","517","Neumarkt (OPf)  -  Burggriesbach - Litterzhofen","Regionalbus","3"
"41-518-j25-1","","518","Neumarkt (OPf)  -  Berg  -  Dippersricht","Regionalbus","3"
"41-519-j25-1","","519","Hainsberg / Beilngries - Winterzhofen - Berching / Erasbach","Regionalbus","3"
"41-521-j25-1","","521","Mantlach  -  Laaber  -  Neumarkt (OPf)","Regionalbus","3"
"41-522-j25-1","","522","Ortslinienverkehr Pilsach","Regionalbus","3"
"41-522-j25-2","","522","Ortslinienverkehr Pilsach","Regionalbus","3"
"41-523-j25-1","","523","Deinschwang  -  Lauterhofen  -  Neumarkt (OPf)","Regionalbus","3"
"41-523-j25-2","","523","Deinschwang  -  Lauterhofen  -  Neumarkt (OPf)","Regionalbus","3"
"41-524-j25-1","","524","Beilngries  -  Töging  -  Dietfurt  -  Muttenhofen / Wildenstein","Regionalbus","3"
"41-524-j25-2","","524","Beilngries  -  Töging  -  Dietfurt  -  Muttenhofen / Wildenstein","Regionalbus","3"
"41-525-j25-1","","525","Rohr - Freystadt - Sulzkirchen - Weidenwang - Erasbach - Berching","Regionalbus","3"
"41-526-j25-1","","526","Berching - Burggriesbach - Schmellnricht","Regionalbus","3"
"41-527-j25-1","","527","Berching - Pollanten - Sulzbürg - Kruppach - Kerkhofen","Regionalbus","3"
"41-528-j25-1","","528","Berching  -  Breitenbrunn  -  Erggertshofen  -  Tiefenhüll","Regionalbus","3"
"41-529-1-j25-1","","529.1","Rufbus Berching - Sollngriesbach - Erasbach - Burggriesbach - Freystadt","Rufbus","3"
"41-529-2-j25-1","","529.2","Rufbus Berching - Raitenbuch - Holnstein - Staufersbuch - Roßthal","Rufbus","3"
"41-531-R-j25-1","","531","Rufbus Parsberg - Daßwang - Herrnried - Breitenbrunn - Gimpertshausen","Rufbus","3"
"41-534-j25-1","","534","Parsberg  -  Daßwang  -  Breitenbrunn  -  Eismannsdorf","Regionalbus","3"
"41-535-j25-1","","535","Parsberg  - Hamberg  -  Wissing - Krappenhofen","Regionalbus","3"
"41-536-R-j25-1","","536","Rufbus Parsberg","Rufbus","3"
"41-537-j25-1","","537","Parsberg  -  Darshofen  -  Seubersdorf  - Lengenfeld  -  Rammersberg","Regionalbus","3"
"41-538-j25-1","","538","Parsberg  -  Deuerling  -  Edlhausen","Regionalbus","3"
"41-538-j25-2","","538","Parsberg  -  Deuerling  -  Edlhausen","Regionalbus","3"
"41-539-j25-1","","539","Parsberg  -  Polzhausen","Regionalbus","3"
"41-541-j25-1","","541","Parsberg - Velburg - Kirchenwinn - Albertshofen","Regionalbus","3"
"41-542-j25-1","","542","Parsberg - Velburg - Lengenfeld - Prönsdorf Ziegelhütte","Regionalbus","3"
"41-542-j25-3","","542","Parsberg - Velburg - Lengenfeld - Prönsdorf Ziegelhütte","Regionalbus","3"
"41-543-j25-1","","543","Ortsbus Lupburg - Rudolfshöhe - Parsberg","Regionalbus","3"
"41-544-j25-1","","544","Parsberg  -  Lupburg  -  Oberpfraundorf  -  Brunn","Regionalbus","3"
"41-545-j25-1","","545","Parsberg  -  Lupburg  -  See  -  Mannsdorf  - Hemau  -  Painten","Regionalbus","3"
"41-546-R-j25-1","","546","Rufbus Dietfurt","Rufbus","3"
"41-547-j25-1","","547","Parsberg  -  Breitenbrunn  -  Dietfurt - Töging","Regionalbus","3"
"41-548-j25-1","","548","Parsberg  -  Hörmannsdorf  - Großbissendorf  -  Hohenfels","Regionalbus","3"
"41-558-R-j25-1","","558","Rufbus Altdorf  -  Berg","Rufbus","3"
"41-581-j25-1","","581","Neumarkt (OPf) - Döllwang - Waltersberg - Holnstein - Oberbürg","Regionalbus","3"
"41-582-R-j25-1","","582","Rufbus Deining  -  Waltersberg  -  Kleinalfalterbach","Rufbus","3"
"41-583-j25-1","","583","Neumarkt (OPf) - Pelchenhofen - Prönsdorf - Wolfersdorf (b. Kastl)","Regionalbus","3"
"41-584-1-j25-1","","584.1","Rufbus Deining  -  Günching  -  Velburg  -  Kirchenwinn","Rufbus","3"
"41-584-1-j25-2","","584.1","Rufbus Deining  -  Günching  -  Velburg  -  Kirchenwinn","Rufbus","3"
"41-584-2-j25-1","","584.2","Rufbus Oberwiesenacker  -  Lengenfeld  -  Velburg  -  Parsberg","Rufbus","3"
"41-584-2-j25-3","","584.2","Rufbus Oberwiesenacker  -  Lengenfeld  -  Velburg  -  Parsberg","Rufbus","3"
"41-585-R-j25-1","","585","Rufbus Neumarkt (OPf)  -  Pilsach","Rufbus","3"
"41-586-R-j25-1","","586","Rufbus Neumarkt (OPf)  -  Lauterhofen","Rufbus","3"
"41-587-j25-1","","587","Neumarkt (OPf)  -  Breitenbrunn  - Predlfing","Regionalbus","3"
"41-587-j25-2","","587","Neumarkt (OPf)  -  Breitenbrunn  - Predlfing","Regionalbus","3"
"41-588-R-j25-1","","588","Rufbus Seubersdorf","Rufbus","3"
"41-589-j25-1","","589","Lengenfeld - Kirchenwinn - Hohenfels","Regionalbus","3"
"41-591-R-j25-1","","591","Rufbus Mühlhausen Sengenthal - Mühlhausen - Bachhausen -  Sulzbürg  -  Kruppach","Rufbus","3"
"41-592-R-j25-1","","592","Rufbus Freystadt","Rufbus","3"
"41-599-j25-1","","599","Schmellnricht  -   Freystadt  -  Hilpoltstein","Regionalbus","3"
"43-661-j25-1","","661","Schwabach Eichwasen  -  Ludwigstraße  -  Bahnhof  - Vogelherd  -  Igelsdorf","Stadtbus","3"
"43-662-j25-1","","662","Katzwang  -  Limbach  -  Schwabach Bahnhof  - Forsthof  -  Gewerbepark West - Nördlinger Str.","Stadtbus","3"
"43-663-j25-1","","663","Unterreichenbach  -  Schwabach Innenstadt Bahnhof  -  Penzendorf  -  Schaftnach","Stadtbus","3"
"43-664-j25-1","","664","Limbach Süd  -  Hochgericht  -  Schwabach Bahnhof  - Obermainbach","Stadtbus","3"
"43-665-j25-1","","665","Schulbuslinie Schwabach","Stadtbus","3"
"43-667-j25-1","","667","Schwabach Eichwasen  -  Stadtwerke  -  Fürther Str.  - Wengleinstr.  -  Bahnhof","Stadtbus","3"
"51-201-j25-1","","1201","Lichtenfels Klinikum - Am Klentsch - Bahnhof - Oberwallenstadt (und zurück)","Stadtbus","3"
"51-202-j25-1","","1202","Lichtenfels Klinikum - BRK-Heim - Bahnhof - Friedhof (und zurück)","Stadtbus","3"
"51-203-j25-1","","1203","Lichtenfels Bahnhof - Seubelsdorf - Industriegebiet - Bahnhof","Stadtbus","3"
"51-204-j25-1","","1204","Lichtenfels Bahnhof - Hindenburgstraße - Schney","Stadtbus","3"
"51-205-j25-1","","1205","Lichtenfels - Kösten - Weingarten - Stetten - Gnellenroth - Tiefenroth","Stadtbus","3"
"51-240-j25-1","","1240","Maineck - Weismain - Burgkunstadt - Michelau - Lichtenfels","Regionalbus","3"
"51-241-j25-1","","1241","Burgkunstadt - Redwitz - Marktgraitz - Redwitz - Burgkunstadt","Regionalbus","3"
"51-242-j25-1","","1242","Trieb  -  Hochstadt  -  Burgkunstadt","Regionalbus","3"
"51-243-j25-1","","1243","Lichtenfels - Trieb - Hochstadt a.M. - Trieb - Lichtenfels","Regionalbus","3"
"51-243-j25-3","","1243","Lichtenfels - Trieb - Hochstadt a.M. - Trieb - Lichtenfels","Regionalbus","3"
"51-244-j25-1","","1244","Burgkunstadt - Gärtenroth - Mainroth - Burgkunstadt","Regionalbus","3"
"51-245-j25-1","","1245","Burgstall - Trieb - Hochstadt - Redwitz a.d.Rodach","Regionalbus","3"
"51-246-j25-1","","1246","Redwitz - Marktgraitz - Trübenbach - Weidhausen","Rufbus","3"
"51-251-j25-1","","1251","Ebensfeld - Kutzenberg - Kleukheim - Oberküps (und zurück)","Regionalbus","3"
"51-253-j25-1","","1253","Kösten - Zilgendorf - Unnersdorf - Bad Staffelstein","Regionalbus","3"
"51-254-j25-1","","1254","Kloster Banz  -  Neubanz  -  Bad Staffelstein","Regionalbus","3"
"53-134-j25-1","","134","Herzogenaurach  -  Münchaurach  -  Emskirchen","Regionalbus","3"
"53-199-j25-1","","199","Herzogenaurach  -  Erlangen  -  Nürnberg","Regionalbus","3"
"53-200-j25-1","","200","Herzo - Express Erlangen  -  Herzogenaurach","Regionalbus","3"
"53-201-j25-1","","201","Erlangen  -  Herzogenaurach  - Neundorf","Regionalbus","3"
"53-203-E-j25-1","","203E","Erlangen  -  Höchstadt (Aisch-Express über A3) ( weitere Fahrten siehe Linien 203 und 205 )","Regionalbus","3"
"53-203-j25-1","","203","Erlangen  -  Höchstadt (Aisch-Express) ( weitere Fahrten siehe Linien 203E und 205 )","Regionalbus","3"
"53-205-j25-1","","205","Erlangen  -  Höchstadt (Aisch) ( weitere Fahrten Erlangen - Höchstadt siehe Linien 203 und 203E )","Regionalbus","3"
"53-205-j25-2","","205","Erlangen  -  Höchstadt (Aisch) ( weitere Fahrten Erlangen - Höchstadt siehe Linien 203 und 203E )","Regionalbus","3"
"53-230-j25-1","","230","Ebermannstadt  -  Heiligenstadt  -  Aufseß  -  Hollfeld Brauereien-Wander-Express","Regionalbus","3"
"53-233-j25-1","","233","Ebermannstadt  -  Waischenfeld  -  Heroldsberg / Hubenberg","Regionalbus","3"
"53-241-j25-1","","241","Herzogenaurach  -  Oberreichenbach  -  Rezelsdorf","Regionalbus","3"
"53-242-j25-1","","242","Herzogenaurach  -  Burgstall  -  Zweifelsheim  -  Höfen","Regionalbus","3"
"53-252-j25-1","","252","Baiersdorf  -  Igelsdorf  - Atzelsberg  -  Rathsberg  -  Erlangen","Regionalbus","3"
"53-253-j25-1","","253","Erlangen  -  Bubenreuth","Regionalbus","3"
"53-254-j25-1","","254","Kleinseebach  -  Möhrendorf  -  Erlangen","Regionalbus","3"
"53-328-j25-1","","328","Bayreuth ZOH  -  Bindlach Bf  -  Bayreuth Hbf  -  ZOH","Regionalbus","3"
"53-329-j25-1","","329","Bayreuth  -  Nemmersdorf  -  Bad Berneck  - Bischofsgrün  -  Fichtelberg","Regionalbus","3"
"53-335-j25-1","","335","Hersbruck  -  Henfenfeld  -  Engelthal  -  Offenhausen  - Breitenbrunn  -  Kucha  -  Klingenhof","Regionalbus","3"
"53-338-j25-1","","338","Hersbruck - Kirchensittenbach - Hohenstein","Regionalbus","3"
"53-367-j25-1","","367","Bayreuth   -  Bad Berneck  -  Gefrees","Regionalbus","3"
"53-369-j25-1","","369","Bayreuth  -  Weidenberg  -  Warmensteinach  - Fichtelberg/Mehlmeisel  -  Bischofsgrün","Regionalbus","3"
"53-371-j25-1","","371","Bayreuth  -  Creußen  -  Oberbibrach","Regionalbus","3"
"53-372-j25-1","","372","Bayreuth  -  Gesees  -  Haag  -  Lindenhardt","Regionalbus","3"
"53-373-j25-1","","373","Bayreuth  -  Eckersdorf  -  Oberwaiz","Regionalbus","3"
"53-375-j25-1","","375","Bayreuth  -  Eckersdorf / Pettendorf  - Obernsees / Glashütten","Regionalbus","3"
"53-376-j25-1","","376","Bayreuth Hbf  -  Donndorf  -  Glashütten  - Plankenfels  -  Hollfeld","Regionalbus","3"
"53-378-j25-1","","378","Bayreuth  -  Neudrossenfeld  -  Kulmbach","Regionalbus","3"
"53-379-j25-1","","379","Bayreuth  -  Hollfeld  -  Thurnau  -  Kulmbach","Regionalbus","3"
"53-380-j25-1","","380","Pegomobil: Stadtverkehr Pegnitz und Zusatzfahrten ( Pegnitz - Plech - ) Stein  -  Nemschenreuth  -  Pegnitz","Regionalbus","3"
"53-385-j25-1","","385","Pegnitz  -  Thurndorf  -  Creußen","Regionalbus","3"
"53-386-j25-1","","386","Pegnitz  -  Bernheck  -  Plech  -  Weidensees  -  Betzenstein","Regionalbus","3"
"53-387-j25-1","","387","Pegnitz  -  Creußen  -  Bayreuth","Regionalbus","3"
"53-388-j25-1","","388","Pegnitz  -  Trockau  -  Körzendorf und zurück","Regionalbus","3"
"53-391-j25-1","","391","Pegnitz  -  Weidensees  -  Obertrubach  -  Gößweinstein","Regionalbus","3"
"53-392-j25-1","","392","Pegnitz  -  Elbersberg","Regionalbus","3"
"53-393-j25-1","","393","Pegnitz  -  Pottenstein  -  Gößweinstein","Regionalbus","3"
"53-396-j25-1","","396","Bayreuth  -  Mistelbach / Eckersdorf  -  Gößweinstein","Regionalbus","3"
"53-397-j25-1","","397","Bayreuth  -  Pottenstein  -  Gößweinstein","Regionalbus","3"
"53-399-1-j25-2","","399.1","Schlösser-Linie Bayreuth  -  Pegnitz  -  Pottenstein  -  Hollfeld  (-  Sanspareil  -  Kulmbach)","Regionalbus","3"
"53-399-2-j25-3","","399.2","Bier- und Burgenlinie Ebermannstadt - Aufseß - Hollfeld (- Sanspareil - Kulmbach)","Regionalbus","3"
"53-601-j25-1","","601","Wendelstein  -  Röthenbach (b. St. Wolfg.)  - Sperberslohe  -  Allersberg","Regionalbus","3"
"53-602-j25-1","","602","Nürnberg Langwasser Mitte - Wendelstein - Sorg - Großschwarzenlohe - Kleinschwarzenlohe","Regionalbus","3"
"53-603-j25-1","","603","Nürnberg Langwasser Mitte - Röthenbach (b. St. Wolfg.) - Wendelstein - Raubersried","Regionalbus","3"
"53-604-j25-1","","604","Roth  -  Rednitzhembach  -  Schwanstetten  - Wendelstein  -  Röthenbach (St W)","Regionalbus","3"
"53-604-j25-2","","604","Roth  -  Rednitzhembach  -  Schwanstetten  - Wendelstein  -  Röthenbach (St W)","Regionalbus","3"
"53-606-j25-1","","606","Schwabach - Wendelstein - Sperberslohe","Kleinbus","3"
"53-606-j25-2","","606","Schwabach - Wendelstein - Sperberslohe","Kleinbus","3"
"53-610-j25-1","","610","Nürnb. Langwasser Mitte - Röthenbach - Kleinschwarzenlohe - Großschwarzenlohe - Wendelstein - Langwasser Mitte","Regionalbus","3"
"53-615-j25-1","","615","Röthenbach (b. St. Wolfg.) - Wendelstein - Großschwarzenlohe - Schwabach","Kleinbus","3"
"53-615-j25-2","","615","Röthenbach (b. St. Wolfg.) - Wendelstein - Großschwarzenlohe - Schwabach","Kleinbus","3"
"53-616-j25-1","","616","Weißenburg  -  Nennslingen  -  Thalmannsfeld  - Raitenbuch  -  Weißenburg","Regionalbus","3"
"53-616-j25-2","","616","Weißenburg  -  Nennslingen  -  Thalmannsfeld  - Raitenbuch  -  Weißenburg","Regionalbus","3"
"53-621-j25-1","","621","Gunzenhausen  -  Pfofeld  -  Gräfensteinberg  - Absberg  -  Spalt","Regionalbus","3"
"53-676-j25-1","","676","Schwabach  -  Rednitzhembach  -  Schwanstetten  -  Wendelstein","Regionalbus","3"
"53-677-j25-1","","677","Schwabach - Schwanstetten","Regionalbus","3"
"53-677-j25-2","","677","Schwabach - Schwanstetten","Regionalbus","3"
