stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"de:09462:22174:0:1","Bayreuth Meranierring","49.94823571","11.54534566","",""
"de:09462:22174:0:2","Bayreuth Meranierring","49.94938023","11.54539956","",""
"de:09462:22176:0:1","Bayreuth Mosinger Str.","49.94509681","11.55856886","",""
"de:09462:22176:0:2","Bayreuth Mosinger Str.","49.94500432","11.55851496","",""
"de:09462:22178:0:2","Bayreuth Mühlhofer Stift","49.93665025","11.57713704","",""
"de:09462:22178:0:3","Bayreuth Mühlhofer Stift","49.93678902","11.57639144","",""
"de:09462:22181:0:1","Bayreuth Neckarstr.","49.93876637","11.54447430","",""
"de:09462:22181:0:2","Bayreuth Neckarstr.","49.93843681","11.54359395","",""
"de:09462:22183:0:1","Bayreuth Neue Heimat","49.93770254","11.59476198","",""
"de:09462:22183:0:2","Bayreuth Neue Heimat","49.93792224","11.59407927","",""
"de:09462:22185:0:1","Bayreuth Nürnberger Str.","49.93102417","11.59560640","",""
"de:09462:22185:0:2","Bayreuth Nürnberger Str.","49.93118608","11.59567827","",""
"de:09462:22187:0:3","Bayreuth Nordring","49.95377887","11.56720167","",""
"de:09462:22189:0:3","Bayreuth Opernhaus","49.94494073","11.57732568","",""
"de:09462:22190:0:1","Bayreuth Ofr.Halle/Sportzentr","49.94436842","11.58320965","",""
"de:09462:22190:0:2","Bayreuth Ofr.Halle/Sportzentr","49.94451294","11.58341626","",""
"de:09462:22192:0:3","Bayreuth Otto-Hahn-Str.","49.93353951","11.56093143","",""
"de:09462:22193:0:1","Bayreuth Preuschwitzer Str.","49.94568646","11.54635177","",""
"de:09462:22193:0:2","Bayreuth Preuschwitzer Str.","49.94573848","11.54656737","",""
"de:09462:22194:0:2","Bayreuth Pottensteiner Str.","49.93499661","11.57273529","",""
"de:09462:22195:0:1","Bayreuth Prieserstr.","49.93476533","11.59004583","","Parentde:09462:22195"
"de:09462:22195:0:2","Bayreuth Prieserstr.","49.93536666","11.59101601","","Parentde:09462:22195"
"de:09462:22195:0:3","Bayreuth Prieserstr.","49.93603159","11.59123161","","Parentde:09462:22195"
"de:09462:22195:0:4","Bayreuth Prieserstr.","49.93590438","11.59149212","","Parentde:09462:22195"
"de:09462:22197:0:2","Bayreuth Röhrensee","49.93084491","11.57059730","",""
"de:09462:22199:0:1","Bayreuth Rabenstein","49.94524712","11.55553256","",""
"de:09462:22199:0:2","Bayreuth Rabenstein","49.94517197","11.55532594","",""
"de:09462:22200:0:1","Bayreuth Rathaus II","49.94765766","11.56328502","",""
"de:09462:22200:0:2","Bayreuth Rathaus II","49.94750737","11.56343773","",""
"de:09462:22202:0:1","Bayreuth Rathenaustr.","49.93932718","11.56977085","",""
"de:09462:22204:0:3","Bayreuth Realschule I","49.96163299","11.57938283","",""
"de:09462:22205:0:3","Bayreuth Reha-Klinik","49.94312550","11.52798123","",""
"de:09462:22207:0:1","Bayreuth Rheinstr.","49.94287692","11.54477074","",""
"de:09462:22207:0:2","Bayreuth Rheinstr.","49.94281332","11.54504922","",""
"de:09462:22210:0:1","Bayreuth Richthofenhöhe","49.94570958","11.54958571","",""
"de:09462:22210:0:2","Bayreuth Richthofenhöhe","49.94542054","11.55007080","",""
"de:09462:22212:0:1","Bayreuth Richard-Strauss-Str.","49.94595237","11.59453741","",""
"de:09462:22212:0:2","Bayreuth Richard-Strauss-Str.","49.94598128","11.59435774","",""
"de:09462:22214:0:3","Bayreuth Riedingerstr.","49.95992241","11.59919966","",""
"de:09462:22216:0:1","Bayreuth Studiobühne","49.93381127","11.56849525","",""
"de:09462:22216:0:2","Bayreuth Studiobühne","49.93411773","11.56880067","",""
"de:09462:22218:0:3","Bayreuth Roter Hügel","49.94837445","11.54195901","",""
"de:09462:22220:0:1","Bayreuth Rotmainhalle","49.94750737","11.57167528","","Parentde:09462:22220"
"de:09462:22220:0:2","Bayreuth Rotmainhalle","49.94574427","11.57098358","","Parentde:09462:22220"
"de:09462:22220:0:3","Bayreuth Rotmainhalle","49.94653044","11.56994153","","Parentde:09462:22220"
"de:09462:22223:0:1","Bayreuth Rotkreuzstr.","49.92890193","11.57805332","",""
"de:09462:22223:0:2","Bayreuth Rotkreuzstr.","49.92856653","11.57883485","",""
"de:09462:22224:0:3","Bayreuth Rotkreuzheim","49.94820681","11.56622251","",""
"de:09462:22225:0:1","Bayreuth Scheffelstr.","49.94060488","11.55679918","",""
"de:09462:22225:0:2","Bayreuth Scheffelstr.","49.94005565","11.55695189","",""
"de:09462:22227:0:1","Bayreuth Schopenhauerstr.","49.92826004","11.56623149","",""
"de:09462:22227:0:2","Bayreuth Schopenhauerstr.","49.92814438","11.56642912","",""
"de:09462:22229:0:1","Bayreuth Schwabenstr.","49.93835009","11.59775337","",""
"de:09462:22229:0:2","Bayreuth Schwabenstr.","49.93878371","11.59746591","",""
"de:09462:22231:0:3","Bayreuth Schwarzer Steg","49.94780218","11.58319168","",""
"de:09462:22233:0:2","Bayreuth Schwedenbrücke","49.92271394","11.57496312","",""
"de:09462:22235:0:1","Bayreuth Siebener Platz","49.93985330","11.56362638","",""
"de:09462:22235:0:2","Bayreuth Siebener Platz","49.94035050","11.56412943","",""
"de:09462:22237:0:1","Bayreuth Siegmundstr.","49.96526776","11.58674003","",""
"de:09462:22237:0:2","Bayreuth Siegmundstr.","49.96462057","11.58673105","",""
"de:09462:22239:0:3","Bayreuth Sophian-Kolb-Str.","49.95778989","11.59843609","",""
"de:09462:22241:0:1","Bayreuth Spinnereistr.","49.95191774","11.57195376","",""
"de:09462:22241:0:2","Bayreuth Spinnereistr.","49.95187150","11.57180105","",""
"de:09462:22243:0:3","Bayreuth Stadtfriedhof","49.94118880","11.56183873","",""
"de:09462:22245:0:1","Bayreuth Friedrichsforum","49.94152990","11.57431633","",""
"de:09462:22245:0:2","Bayreuth Friedrichsforum","49.94132755","11.57463972","",""
"de:09462:22245:0:3","Bayreuth Friedrichsforum","49.94059332","11.57501701","",""
"de:09462:22247:0:1","Bayreuth Stadtkirche","49.94291738","11.57435226","",""
"de:09462:22247:0:2","Bayreuth Stadtkirche","49.94341456","11.57623872","",""
"de:09462:22250:2:1","Bayreuth St. Georgen","49.95724085","11.59693591","",""
"de:09462:22251:0:1","Bayreuth Ordenskirche","49.95429327","11.59269586","",""
"de:09462:22251:0:2","Bayreuth Ordenskirche","49.95421813","11.59230958","",""
"de:09462:22252:0:1","Bayreuth Stadtwerke","49.93729782","11.58178133","",""
"de:09462:22252:0:2","Bayreuth Stadtwerke","49.93685262","11.58166455","",""
"de:09462:22255:0:1","Bayreuth Sternplatz","49.94353596","11.57750535","",""
"de:09462:22255:0:2","Bayreuth Sternplatz","49.94341456","11.57760416","",""
"de:09462:22256:0:1","Schießhaus Stolzingstr.","49.96229755","11.58960565","",""
"de:09462:22257:0:1","Bayreuth Stuckberg","49.95133395","11.58709037","",""
"de:09462:22257:0:2","Bayreuth Stuckberg","49.95131083","11.58680291","",""
"de:09462:22259:0:1","Bayreuth Th.-Schmidt-Str. I","49.96359199","11.60465244","",""
"de:09462:22259:0:2","Bayreuth Th.-Schmidt-Str. I","49.96308924","11.60457159","",""
